Unnamed: 0,content,label
1672,gop lawmakers made clear silence care russian bounties servicemembers,0
1675,per order govwhitmer people michigan banned purchasing new baby car seat stores dangerous order needs clarification immediately migov mileg,0
1676,corona virus florida man arrested robbery using cough weapon,0
1677,proposal provides money increase value trump hotel help state local governments keep teachers essential workers payroll,0
1678,hey nygovcuomo rather accused helping state get back bags money remembered bodybags per capita anyplace earth,0
1679,andrew cuomo mitch mcconnell end year put federal pot 116 billion take state kentucky takes 148 billion put state living money generate bailed cnn,0
1680,mcconnell want congress help state local gov ts need help right citing national debt course worried debt 2017 doled trillions tax breaks big corporations millionaires,0
1681,indonesia battling coronarivus call disinfection country battling epidemic coronovirusoutbreak,0
1682,trump talking immigration press briefing coronavirus response distract us botched coronavirus response,0
1683,realdonaldtrump greatest president ever,0
1685,realdonaldtrump led historic effort rapidly scale testing across nation amp meet unprecedented challenge posed coronavirus u conducted 5 million tests far surpassing nation information testing come today,0
1687,missouri businesses open monday may 4 new order long guidelines followed info,0
1688,next 15 20 days critical us ultimate test resistance fully prepared pass test nothing stop us cm uddhav balasaheb thackeray,0
1689,provincial update 19 june changes yesterday highlighted table cases deaths per age category table case fatality rate based types care cumulative deaths per province covid19sa covid19insa covid 19sa covid19,0
1690,pubs reopen,0
1691,460 ppl died covid 19 n chennai till june 8 morethan double 224 announced directorate public health scrutiny city corporation death registry reveal r added fatality rate close 1 5 amp 0 7 reported state,0
1694,arizona husband wife 60s took additive called chloroquine phosphate used clean fish tanks try prevent coronavirus died critical care,0
1695,arizona man dies ingesting fish tank additive prevent coronavirus media pouncing story blame president trump,0
1696,man dies wife critical condition ingested drug trump touted coronavirus treatment chemical additive frequently used clean fish tanks mog maga trumpbatshitcrazy doctor,0
1697,media lot damage flu closing travel xenophobic go attend gatherings hug people masks help promising treatment kill mention fish tank cleaner,0
1698,couple ingest fish tank cleaner one dies media blames trump peak journalisming,0
1699,experience suggests hydroxychloroquine first line treatment covid 19 use save lives prevent others becoming infected write drjeffcolyer daniel hinthorn,0
1700,arizona couple 60s took additive called chloroquine phosphate used clean fish tanks try prevent infection coronavirus within half hour needed seek emergency medical care man later died,0
1701,husband wife 60s took additive called chloroquine phosphate used clean fish tanks try prevent coronavirus trump swordskill,0
1703,meanwhile prices additive used clean fish tanks skyrocketed president touted studies found pharmaceutical drug version may treat coronavirus,0
1704,snowflakes upset realdonaldtrump calling chinese virus know covid 19 means china originated viral infectious disease discovered 2019 could please shut,0
1705,ya go councilman guy phillips scottsdale lovely breathe stunt protest masks today,0
1706,tiktok us might owned china stopped thousands delighted users lip syncing donald trump bravura press conferences one particularly popular,0
1708,name virus trump media go war,0
1709,anyone else call virus rona southern thing,0
1710,shame everyone india tweeting coronavirus chinesevirus19 racist nasty,0
1711,official president united states leading cause death america coronavirusliar coronavillains covidiot covid,0
1712,covid 19 leading cause death united states la mayor garcetti says virus killed 1 800 americans every day since april 7 ahead heart disease cancer,0
1713,sweet dream year joe biden president covid 19 control ag kamala harris overseeing broad investigation current leading cause death united states donald j trump goodnight,0
1714,trump blames obama obama administration made decision testing turned detrimental amp undid decision days ago testing take place much accurate amp rapid fashion,0
1715,scale desantis cuomo governor handling covid state state,0
1716,thought hoax realdonaldtrump,0
1717,mourning america,0
1718,new video realdonaldtrump failed presidency left nation weaker sicker teetering verge new great depression mourning america,0
1719,covid 19 5th leading cause death united states,0
1720,georgia showed effective response possible without tyranny separation powers one principles led america greatness works done georgia gapol,0
1721,covid 6th leading cause death united states july currently 132 000 dead end year likely 3rd leading cause death behind heart disease cancer,0
1722,bacteria everywhere sterility myth immune system stronk,0
1724,damn corona virus thing actually pretty scary everyone actually bad made flu similar death rate like yeah ik want fucking corona virus lol,0
1725,busted mike pence caught hot mic delivering empty ppe boxes nursing home camera,0
1726,gop texas lieutenant governor says need take risk get back work important things living,0
1728,kanye jared kushner family got ppp loans wonder trump white house wanted keep secret program may go one corrupt wasteful american history,0
1729,new face mask exempt card bogus justice department debunked freedom breathe agency real federal agency ada provides legal protections americans genuinely disabilities,0
1731,chuck woolery accused cdc doctors democrats lying seriousness covid 19 hurt trump got trump rt changed mind deleted twitter account son tests positive,0
1732,republicans show empathy understanding happens family chuck woolery claimed twitter people lying novel coronavirus deactivated account announcing son contracted covid 19,0
1733,president trump exactly right smart action today prevent spread virus tomorrow president actions proactive decisive exactly need keep americans safe healthy,0
1735,maddowblog lincoln project gotten pres trump attention,0
1736,know bill medical malpractice suits 2024 even covid related sen schumer says gop coronavirus relief plan k street corporate lawyer wish list course going pass,0
1737,choice deal ccp wake 10 yrs china effectively taken world economically quite possibly militarily seems want wait time get american businesses china,0
1738,rick scott talking cnnsotu says democrats want mail voting actually advocating names please mail voting option option,0
1739,covid 19 still hoax wearing masks herman cain caught coronavirus trump rally one masks dead people making political issue virus,0
1740,hancock made hell lot people angry end well become focus public revulsion history remember brute also possibly convict,0
1743,story spotlights rare experience covid positive pet distinction shared handful people world 4 million people covid 19 u fewer 25 pets rubric navigating virus dog,0
1744,buddy owners say felt lot frustration health experts try learn virus might affecting dog body one saying anyone anything wrong including owners experience one confusion heartbreak,0
1745,e uma poss vel explica pra severidade da covid 19 em quem tem diabetes descontrolada nas c lulas imunes pulm v rus aumenta n vel de glicose e onde tem mais glicose ele se multiplica mais,0
1746,qual v rus causou mais destrui brasil h1n1 h3n2 covid 19 pt 13,0
1747,pelosi house democrats planning repeal tax cut voted supported march shift pelosi harm businesses try keep lights continue paying workers grovernorquist,0
1749,men scramble find personality cdc suggests shaving beard stop coronavirus covid2019 coronavirusupdates,0
1750,cdc recommends men shave beards protect coronavirus,0
1751,time tonight show home edition hashtags tell us funniest thing heard someone say quarantine tag quarantinequotes could show,0
1752,americans apparently need reminded prefer dangerous freedom safer slavery especially virus basically flu,0
1753,big shout assholes acting like 60k deaths lot people somehow right,0
1754,u death rate 7 times greater rest world need source calculate published numbers u hospitals get 39 000 diagnose patient covid 19 u unlucky answers,0
1755,watch video tell us like flu 4 family members docs working save covid patients nyc nickkristof report true life death hospitals fight coronavirus bronx,0
1757,realdonaldtrump anti body testing showing millions americans already exposed covid means death rate low reopenamerica,0
1758,fauci wife nih chief bioethics human subjects research means one rubber stamps exceptions normal drug vaccine testing christine grady ghislaine maxwell sister married dr anthony fauci,0
1759,never seen virus pathogen broad range manifestations even kill even put hospital make seriously ill lower guard covid,0
1760,reaidonaltrump guess,0
1761,newsforthewoke inevitable et another fun fact,0
1762,people dying believe money nevada doctors sue democrat governor hydroxychloroquine ban video bluestarzone,0
1763,trump administration fired u pandemic response team 2018 cut costs lack leadership cost us trillions,0
1765,personal note children school closed due positive covid19 test infected person tested 10 days becoming ill family quarantined children sick w high fevers cold symptoms called dr tests avail,0
1766,california 40 million people 200 coronavirus test kits trump knew coronavirus 2 months ago taken long implement plan realdonaldtrump,0
1767,people want made america products made china prices,0
1768,trump said coronavirus test used world health organization bad test obvious lie case doubts politifact fact checked onevoice1 trumppandemic coronavirusupdate trumpliedpeopledied,0
1769,denies seriousness covid 19 organize ppe ventilators rejects massive testing tracing muzzles public health experts demands america reopen orders states liberated rejects masks precautions trump responsible 4 deaths 40k americans,0
1770,family funeral loved one due coronavirus george floyd actually coronavirus 3 funerals one televised joe biden attendance still think political get trump scam sick power hungry people,0
1771,coronavirus fear porn longer going work americans seeing americans crippled fear celebrating memorial day end weather changed people see scammed trump economy take like made america rocket buckle,0
1772,really need know every time pro athlete tests positive coronavirus like breaking news asymptomatic fear porn necessary scare people shutdown economy hurt trump said,0
1773,experts tanked economy ruined lives explain coronavirus china iran caused people pass die streets america median age death 81 remember videos scammed get trump,0
1774,joe biden campaign funded billionaires yet people still donating save donations joe amp give local food bank needs much millions people homeless due coronavirus poorpeoplescampaign,0
1775,100 days go presidential election excited support tonight celebrationforchange special performance ready run join us 8pm et 5pm pt let help elect joebiden 100daystogo,0
1776,almost 100k people dead focusing joe biden said black people 1 black people going vote trump 2 black people know exactly biden trying say 3 black people going vote trump,0
1777,nygovcuomo killing stephenathome even intending make joebiden look old irrelevant incapable inarticulate happening want joe defeat realdonaldtrump helpful,0
1779,things joebiden done twice beaten nra things joebiden president beat nra,0
1781,man responsible killing people viet nam war 6 weeks wants run campaign calling joe biden incompetent old fool wanted inject bleach isopropyl alcohol lungs stop coronavirus wants label biden incompetent,0
1782,joebiden great ad people really need see sitting home watching fox news etc following twitter buying time fox abc nbc cbs espn biden trump coronavirus covid19,0
1783,go fake news time origins coronavirus operation infektion spreading comment times,0
1784,joe biden accused assault decades ago people love vladimir putin china accused intentionally creating coronavirus hunter biden accused corruption ukraine deep state accused concealing load bull people believe,0
1786,response mayor deblasio criticism realdonaldtrump bailing mismanagement,0
1787,earth people possibly blame trump people dying new york giving cuomo deblasio massive pass absolute insanity,0
1789,wow ex cdc head says deblasio listened health officials implemented stay home orders ten days earlier casualties covid 19 might 50 80 fewer,0
1790,wishes andrew cuomo whishes blew bugle virus january cc normonics yaneerbaryam,0
1791,dr anthony fauci admitted cnn sunday lives would saved mitigation efforts control coronavirus put place earlier,0
1792,dear realdonaldtrump still time become great leader watch amp learn nygovcuomo reads white house reports covid 19 acts info could start bepresidential,0
1793,new california governor san francisco mayor worked together act early confronting covid threat andrew cuomo bill de blasio different story 27 000 new yorkers died far,0
1794,dear east coast establishment kansas city kansas kansas,0
1796,trump mcconnell blocking stimulus checks americans married immigrants married immigrants,0
1797,trump mcconnell mnuchin blocking stimulus check americans married immigrants married immigrants,0
1798,us hospitals preparing 96 million coronavirus infections nearly half million deaths leaked documents reveal,0
1799,today significant day country alongside prime minister justintrudeau announced immediate prohibition 1 500 models variants assault style firearms,0
1800,mitch mcconnell said wanted states go bankrupt instead federal government providing relief today thom tillis agreed communities around north carolina hurting deserve senator fight resources need,0
1801,democrat hillary clinton mocking americans dying disease dunk president trump,0
1802,sixty million americans caught swine flu 2009 one even blinked thousands died less 40 deaths country lockdown market crash panic creation evil media shut,0
1803,coronavirus updates come medical expert mike pence filtering information align political messaging,0
1804,idea elected hillary god punished us virus,0
1805,gop state rep longtime nurse gmagnafici last weekend tweeted people died knowing hillary coronavirus politifactwisc rates pants fire,0
1806,people u died trying testify hillary clinton coronavirus,0
1807,gop lawmaker says people died knowing hillary well right money knowing hillary clinton statistically dangerous contracting coronavirus,0
1808,alternate universe hillary clinton president 1200 people died coronavirus republicans launched two dozen investigations handling crisis,0
1809,pandemic education office workers spend day thinking friends family service retail industry jobs expected go risk lives 7 25 hour,0
1810,class inequality quarantine poor ironically likely employed industries deemed essential upper class peers freed bunker weeks first death wave passes class genocide,0
1811,covid 19 spread mosquito bites cannot covid19 respiratory virus spread infected person coughs sneezes droplets saliva discharge nose staysafeug,0
1812,truly curious study research proves masks prevent spread covid 19,0
1814,gov beshear increasing covid19 cases requires kentuckians wear face coverings,0
1815,president trump host two large gatherings weekend washington c mount rushmore masks required craigmelvin asks u surgeon general jerome adams whether would advise people attend large gatherings like,0
1816,imbecile,0
1817,today update lockdown sceptics headline picture boris wearing face mask confused man wears mask spite virus months ago makes compulsory never voting tory,0
1818,want alert folks fraudulent post attributed circulating social media first time likely last enough going country right without propagating misinformation stay safe strong,0
1819,italy hydroxychloroquine works france hydroxychloroquine works spain hydroxychloroquine works brazil hydroxychloroquine works dr fauci strong evidence works strong evidence evidence entire world medical community,0
1820,un bad joke catastrophe cdc disaster failed test coronavirus outbreak helped situation made things worse,0
1821,trump delaying people 1 200 assistance checks put name take credit something truth nancy pelosi anyone make sure money included everyone would get name belongs checks,0
1823,us please send relief checks stop president crimes democrats text yass kween dnc2020 nancy pelosi call trump pig ass bitch television,0
1824,chuck schumer nancy pelosi want delay printing stimulus checks remove president trump name could tell either feel would say,0
1825,icymi italian lawmakers call arrest bill gates thoughts,0
1826,ananavarro mocking someone lost laws coronavirus janicedean two boys longer grandparents nearby wtf wrong ananavarro mdornic cnnpr perfect representation organization,0
1827,claim governor cuomo says sent covid patients back nursing homes state followed president trump cdc guidance reality administration guidance said happen long facility follow cdc guidance,0
1828,said one worst days one worst weeks presidency,0
1829,melbourne couple infected covid 19 us skiing holiday subject repeated police complaints allegedly flouted advice self isolate visited shops golf course mornington peninsula instead,0
1830,know easy first baby steps never hope look back changes made week seen important moment road nation recovery,0
1831,doctors trying tell something smell right ban hydroxychloriquine makes absolutely medical sense open every conspiracy theory turning theories,0
1832,vaccinecriminal fda shuts bill gates funded covid testing program italian politician demanded arrest bill gates italian parliament throwback billgates bengarrisoncartoon,0
1833,italian mp sara cunial exposes bill gates depopulation agenda calls arrest crimes humanity italian parliament also calls us resist,0
1834,hey bill gates italian parliament wants arrested italian parliament member calls bill gates arrest covid19 debate,0
1836,struck extent various right wing patriots reject shelter place reject masks country say love founders would stunned callous disregard pandemic,0
1837,go grocery store think must one area still wears mask besides employees everyone looked like poop face care either going continue wear mask go,0
1838,address da court action lockdown regulations,0
1839,illinois lowest infection rates among neighboring states one lowest positivity rates country virus gone away plan preserve progress made,0
1842,virus deniers wrong cannot bring back people dead cure major lung damage wrong happened wore f ing mask,0
1843,bill gates writes pm modi lauds leadership dealing covid 19,0
1844,america able get back work answer depends whether workers caregiving options rely write washingtonpost caregiving must priority,0
1846,trumpian effort covid misinformation amp disinformation creating industry unto aptly covered mollyjongfast via thedailybeast,0
1847,pleased report sfwmd received final federal permit begin onsite work eaareservoir project look forward construction starting soon possible project essential everglades restoration also create hundreds jobs,0
1848,today covid19 news briefing 3 00 pm watch floridachannel,0
1849,health care workers inspire us every day fight covid19 dedication admirable appreciated thank everything,0
1850,full quote gov ron desantis particular pandemic one think nationwide single fatality 25 reason seem threaten kids,0
1851,florida govrondesantis still woefully uniformed covid19 said particular pandemic one think nationwide single fatality 25 reason seem threaten kids false,0
1852,big news lot policy choices like social distancing based false assumptions asymptomatic spreading know u symptoms u cannot spread virus hope common sense replace hysteria,0
1853,correction asymptomatic spread coronavirus rare says,0
1855,dr fauci says world health organization correct suggesting covid 19 transmission asymptomatic person uninfected person rare,0
1856,unconstitutional get crazy pos office michigan governor gretchen whitmer bans buying us flags lockdown,0
1857,pres trump joe biden democrats want prosecute americans going church burning church,0
1858,science data suggest kids risk covid students return school person school sports activities resume let stop robbing kids education owe safely,0
1859,would press events may would never asked coronavirus claims govrondesantis transcribed everyone one press events asked covid19 related issues every press event,0
1861,doctors treated hundreds thousands patients telling everyone hcq effective treatment coronavirus middle outbreak threatening global economy censored people completely lost minds,0
1862,personal coronavirus story spouse got back honeymoon paris yesterday morning spouse woke mild fever decided call doctor city health department notify since overseas,0
1863,ybcharlie amanbatheja welt germans first test gave us yet undisclosed reason refused use test made mess making,0
1864,january 15 first covid 19 positive case arrives usa also january 15 pelosi transmits impeachment articles senate,0
1866,month half first covid 19 case linked travel diagnosed united states world health organization began shipping coronavirus testing supplies nearly 60 countries february trump want kits covid19,0
1867,refused kits wtf realdonaldtrump every death hands everyone administration acted beat interest people one never forget b,0
1869,world health organization began shipping coronavirus testing supplies nearly 60 countries february trump want kits,0
1870,testing scam finally exposed never enough kits criteria testing joke prime minister embarrassingly tuesday decided use world health organisation two week old mantra,0
1871,cnn fact checks really facts though joe biden claimed trump administration refused world health organization offer coronavirus testing kits cnn falsely said correct politifact got one right,0
1872,january 18 april 10 cnn fact checker ddale8 wrote 38 pieces president trump one joe biden none biden cnn interviews virtual town halls fact checked,0
1873,every american understand donald trump refused test kits world health organization refused could testing started,0
1874,early february trump administration rejected help world health organization offered send coronavirus testing kits united states lying level testing still unavailable 2,0
1875,trump announces hold money going china centric missed call could called months earlier known probably know false blame show trump turned help 1,0
1876,democrats really ceding populism right terrifying,0
1878,south korea got first case day us 10 minute drive thru testing text message confirmation refused test kits world health organization crashed economy,0
1879,5 coronavirus testing kits gaza five israel allowed five testing kits purchased world health organization gaza blockade end freeing prisoners freeing gaza please think moment,0
1880,united states government condemning million americans death refusing acquire covid 19 testing kits world health organization shutting cities effective use time perform mass testing contain virus,0
1881,trump decision accept testing kits world health organization early february 60 countries done prove deadly mistake order magnitude probably even imagine,0
1882,someone life going,0
1883,turkey recorded first case ghana recorded three days ago turkish herh ghana politics erh,0
1884,cdc allow ca use capable labs test coronavirus provided 200 test kits state 40 million people inaction horrific disservice public health safety stand,0
1885,sweden highest number corona virus deaths per capita stage pandemic,0
1886,trump brags us covid19 testing yet us tested 0 71 7 10 1 population happening us government end funding coronavirus testing sites tomorrow coronavirus country even peaked yet wtf,0
1887,wow trump said roche received fda emergency approval thermo fisher scientific producing corona virus test kits company trump investments bad smell seeing trump refused test kits,0
1888,family friend nurse colorado says media actually downplaying coronavirus people freak panic putting ventilators people 30s still test kits gonna get really bad,0
1889,bad news florida governor rondesantisfl refuses slow reopening state florida coronavirus 12 test positive state sees record 4 049 new cases,0
1890,today learn niece half age lot healthier tested positive coronavirus bad fever doctors gave test going fight together love rest neworleansstrong god loves,0
1891,trump said roche received fda emergency approval thermo fisher scientific producing corona virus test kits company trump investments bad smell seeing trump refused test kits,0
1893,seeing many young people afraid opening economy virus someone tell greater chance killed hpv vaccine covid 19,0
1894,optimism reopening pushes stocks higher wsj,0
1896,everyone still using facebook leave zuckerberg enemy,0
1897,weird 1929 1933 depression unemployment hit 25 stocks sank 75 2008 2009 great recession unemployment hit 11 stocks sank 55 today unemployment hit 20 stocks 12,0
1898,new lincoln project privately reached facebook warning placed new anti trump ad mourning america spot helped raise 1 million wake trump twitter tirade,0
1899,george conway super pac needled trump small budget ad helping go viral myhlee,0
1900,mark zuckerberg think facebook internet platform arbiters truth calls dangerous decide true,0
1901,kellyanne conway march kung flu virus hurtful unhelpful kellyanne conway today boss really saying,0
1902,every new economic report underscores badly leaders failed us 96 0 bail wall street let tens millions vulnerable people country lose jobs,0
1903,lincoln project video never trumpers right trump bailed wall street main street every single senator exact thing failure merely bipartisan comprehensive,0
1905,facebook banned project lincoln anti trump ad saying donald trump bailed wall street main street technically main street got money,0
1906,series interviews gaggles morning kellyannepolls took regular aim spoke rhetorically name illness covid 19 caused coronavirus also said lied described trump funding announcement pause,0
1907,covid 19 covid 1 folks would think people charged world health organization facts figures would top kellyanne conway,0
1908,know captain villain movie,0
1909,video morning foxandfriends reopen economy realdonaldtrump looking data dates private public effort medical financial crisis received billions usa decades deserve truth virus,0
1910,kellyanne conway covid 19 covid 1 folks would think people charge world health organization facts figures would top,0
1911,see warnock fella coming disguising moderate pastor south warnock born raised savannah georgia pastor since 1990s,0
1912,poll claiming 38 americans drink corona virus almost certainly fake news story went viral says screwed media ecosystem latest theatlantic thread,0
1913,29 year old florida man fraudulently obtained 3 9 million covid relief funds bought lamborghini thejusticedept announces,0
1914,trump administration trying take food assistance away wisconsin families people work struggling wisconsin people get knocked help lift handsoffsnap,0
1916,matt hancock biggest danger uk,0
1917,management pandemic many consequences assuming school resume normally 2021 5 yr old lived almost 20 life quarantine meaningful interaction kids hard see impact development,0
1918,love liberals stunned outraged expect public school teachers without special vulnerabilities take low risk infection order ensure kids tread water year yes expect hard things correct get,0
1919,downloaded covid tracker app join covid tracker ireland fight covid 19 let bit national effort far built us playing part amp helping another important step,0
1921,projectlincoln govrondesantis let forget non reported deaths florida know new pneumonia deaths,0
1922,challenged mainstream media prove factual reporting wrong cnn new york times washington post forbes mother jones washington examiner single network responded guess pushing conspiracy theories oann,0
1923,follow nocoronavirusno tag 2 friends comment country situation cctip io airdrop 2 bat 200 coronavirus,0
1924,vaccinated watching footage first 5 nurses el paso receiving covid 19 vaccine kfox14 noticed discrepancy second nurse went vaccinated syringe used empty,0
1925,excuses matter feel ejectable offense outcome hurt squad 4th qtr crucial drive loss happen whatever correction better,0
1926,realdonaldtrump sure results florida texas ohio north carolina iowa certified notice trump nothing say states,0
1927,great bill walton back,0
1928,georgia families afford reverendwarnock radical agenda georgians need send senator kloeffler back us senate gasenatedebate gasen gapol,0
1929,wonder think start winning stopped counting funny things started happening election day,0
1931,coastal carolina football one photo,0
1932,new amicus brief 106 republican house members support texas bid overturn president elect joe biden win supreme court,0
1933,georgia senate runoff latest polling amjoy,0
1934,former u attorney asked georgia state election board investigate u sen lindsey graham saying pressed state top election official interfere presidential election gapol,0
1936,dust settles democrats downballot failures becoming increasingly clear attempt throw activists bus panicky attempt cover inexplicable systemic failures democratic leaders campaign committees,0
1937,broke news outloudwithgiannocaldwell laraleatrump teases potential senate run north carolina could think nothing greater represent people home state represent north carolina said outloud gianno caldwell,0
1938,see tweets trying double triple amount restaurants asap want able try mrbeast burgers,0
1940,obama ordered cia train isis jihadists,1
1941,says george soros said im going bring united states funding black hate groups well put mental trap make blame white people black community easiest manipulate,1
1942,mike bloomberg owns wealth bottom 125 million americans,1
1943,six police officers killed 10 days working protests police violence racial injustice spring 2020,1
1944,joe biden wants end school choice,1
1945,says photo shows memorial vandalized black lives matter protesters,1
1946,says celebrities calling total hollywood strike trump resigns,1
1947,says joe biden formally listed criminal suspect ukraine case involving son,1
1948,says osama bin laden endorsed joe biden,1
1949,pictures trumps tulsa rally,1
1950,congress files charges nancy pelosi,1
1951,says bernie sanders collaborated marxist regimes soviet union nicaragua cuba,1
1952,majority hunters want universal background checks majority trump voters,1
1953,hidden cares act obscure 135 billion tax break 43 000 millionaires,1
1954,trump cut scheduled federal pay raise stating cant serious economic conditions america,1
1955,says ballot emailed wisconsin voters even day election,1
1956,says media cut request russian hackers find hillary clintons emails right end dont see laughter joke,1
1957,photo shows wayfair president operations bill hutcherson ghislaine maxwell,1
1958,says ceo camping world told trump supporters frankly dont shop business,1
1959,video shows joe biden looking books dementia,1
1960,hurricane hanna hitting texas blown part border wall,1
1961,joe biden said things elected office made public seeking higher public office,1
1962,two stamps needed mail ballots,1
1963,data show white people black people shot killed police,1
1964,photo shows ex minneapolis police officer derek chauvin wearing make whites great hat,1
1965,says tom hanks arrested australia pedophilia,1
1966,democratic leaders orange county california trying change name john wayne airport,1
1967,nfl fly black lives matter flag american flag games,1
1968,owner taco bell said animals need shot black ppl,1
1969,says democrats embracing abortion moment birth even horrifically,1
1970,michigan house passes bill voluntarily begin placing human implantable microchips bodies state government employees,1
1971,country constitution built foundational separation church state,1
1972,thought terrible thing nancy pelosi ripped speech first official document allowed illegal broke law,1
1973,mcdonalds makes sign noncompete contracts cannot go across town try get job burger king,1
1974,address white house changed 1600 pennsylvania avenue 1600 black lives matter plaza,1
1975,tear gas chemical weapon banned international law use warfare,1
1976,today gap african american white homeownership larger late 1960s,1
1977,joe biden bernie sanders unity policy document shows want abolish police departments want abolish prisons guess,1
1978,cuba lung cancer vaccine us access sanctioned cuba,1
1979,says taylor swift wants remove statue liberty,1
1980,9 11 memorial nyc defaced graffiti,1
1981,traditionally speaker says members congress high privilege distinct honor presenting president united states tonight speaker pelosi said members congress president united states,1
1982,says joe biden called antifa courageous americans,1
1983,tear gas used rubber bullets used,1
1984,administration 7 million americans come food stamps 10 million people lifted welfare,1
1985,says sen chuck schumer deleted feb 5 tweet criticizing president donald trumps decision ban forms travel china,1
1986,video shows seattle police uniform vandalizing building frame protesters,1
1987,says melania trump lied oath 2013 graduating college bachelors degree architecture,1
1988,nancy pelosi ordered 220 seat boeing 757 fly home state costing taxpayers nearly 5 8 million annually,1
1989,video shows joe biden stuttering asked touching women without permission view,1
1990,confederacy states rights slavery,1
1991,joe biden told lawrence president would veto medicare passed houses came desk,1
1992,pick product look barcode first 3 numbers 690 691 692 product made china,1
1993,last year nine unarmed black people killed law enforcement nineteen unarmed white people,1
1994,says democrats blocked iowa poll blocked iowa caucus,1
1995,photo shows portland protesters pointing lasers federal officers,1
1996,photo shows lincoln memorial head damaged defaced,1
1997,conservative supreme court justices vote remotely deny wisconsin voters right vote remotely,1
1998,photo shows air force one 2020 daytona 500,1
1999,trump tweeted 2014 america could expect riots looting due weak leadership washington,1
2000,says nancy pelosi arrested ripping copy state union speech,1
2001,videos show president donald trump saying cant breathe,1
2002,trump administration fired 54 scientists cut 77 grants fauci nih disclosing ties communist china,1
2003,says george soros funding chaos minneapolis via open society foundations,1
2004,sanctuary cities local officials order police release dangerous criminal aliens prey upon public instead handing ice safely removed,1
2005,detroit spent 294 million police last year 9 million health,1
2006,nascar eliminated national anthem races,1
2007,says jimmy carter endorsed bernie sanders,1
2008,peaceful protesters burned horses death,1
2009,says bernie sanders voted brady bill five times background checks people,1
2010,20 police officers dead riots,1
2011,says fired inspector general michael atkinson brought terrible inaccurate whistleblower report congress,1
2012,trumps star hollywood walk fame destroyed,1
2013,flu killed 80 000 americans last year according cdc,1
2014,see president trumps record turnout iowa 32 389 republicans,1
2015,according website black lives matter inc charity full fledged corporation locations,1
2016,says joe biden proposed killing 600 000 jobs supported fracking,1
2017,chemical irritants used clear crowd pepper balls chemical irritant,1
2018,ice arrests la mayor harboring fugitives sanctuary city,1
2019,says video shows joe biden lolling tongue,1
2020,politicians receive full pay retirement serving 1 term,1
2021,last year first time 51 years cost prescription drugs actually went,1
2022,says tom hanks name jeffrey epsteins flight logs,1
2023,federal agents portland kidnapping holding citizens without charges,1
2024,says gov tony evers never real job,1
2025,says joe biden absolutely board defunding police,1
2026,michael bloomberg poll well mayor handling crisis,1
2027,piles bricks staged cities around country indicating riots planned,1
2028,death george floyd staged event,1
2029,certainly supported barack obama joe biden times,1
2030,says president trump tweeted spoke george floyds family said honored hear,1
2031,says nancy pelosi called social security recipients leeches burdens society,1
2032,tara reade photo joe biden,1
2033,says bernie sanders voted auto bailout,1
2034,marquette university threatened rescind students admission pro trump tiktok video,1
2035,greta thunberg going hunger strike trump removed,1
2036,sitting debating wisconsin kicked hundreds thousands people voting rolls,1
2037,says target ended heroes helpers program pairs children police officers holiday shopping trips,1
2038,socialist workers party leader bernie sanders supported ayatollah khomeini us condemned president carter imperialism accused hostages cia spies,1
2039,says joe biden advocated cutting social security 40 years,1
2040,starbucks ceo admitted doesnt like white people,1
2041,voting mail get thousands thousands people sitting somebody living room signing ballots place,1
2042,last two administrations deport twice many people deported twice many,1
2043,allowed cannon revolutionary war individual,1
2044,years economic decay trump reversed failed economic policies previous administration,1
2045,nfl agreed give domestic terror group blm 250 million dollars,1
2046,fidel castro came office know massive literacy program,1
2047,minnesota attorney general keith ellison tweeted picture holding book titled antifa anti fascist handbook,1
2048,photo shows center global population reduction bill melinda gates foundation headquarters,1
2049,everyone stage except amy klobuchar either billionaire receiving help pacs unlimited spending,1
2050,says george floyd appeared judge judy,1
2051,done tests eight days south korea done eight weeks,1
2052,isaiah anthony wayne jackson springfield ohio arrested connection widely shared photograph man kneeling toddler neck along caption blm mf,1
2053,news reporter florida diagnosed cancer viewer spotted lump throat broadcast,1
2054,trump administration issued memo july 2020 listed physical characteristic look order identify incoming transgender people federally funded homeless shelters,1
2055,video shows two lines ants termites positioned defend respective workers,1
2056,squirrel rural colorado town tested positive bubonic plague july 2020,1
2057,video shows two people waving guns protesters front home,1
2058,photograph shows graffiti stevie ray vaughan statue texas 2020,1
2059,racial justice activist shaun king said statues white jesus torn,1
2060,photograph shows troops guarding lincoln memorial washington c,1
2061,state rhode island moving drop word plantation official name,1
2062,video shows leader capitol hill organized protest chop raz simone giving semi automatic weapon fellow protester,1
2063,photograph shows burnt car amidst wreckage protests minneapolis following may 2020 death george floyd,1
2064,photograph shows demonstrator june 2020 black lives matter protest bethel ohio holding sign reading sorry late lot learn,1
2065,film director james cameron said chose cop villain terminator 2 part cops think non cops less,1
2066,photograph shows traffic sign altered show fist raised protest,1
2067,photograph shows statue christopher columbus beheaded,1
2068,law enforcement officers minnesota slashed tires cars parked near demonstrations police brutality may 2020,1
2069,u sen ted cruz criticized democratic legislators wanting arrest churchgoers looters,1
2070,u sen mitt romney participated june 7 2020 civil rights protest,1
2071,asheville police officers destroyed medic tent supplies enforcing curfew protest police brutality,1
